Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR,citation_id,scholar_id,dosen,source,Scraped_By_Pipeline
"Rifqi Firmansyah, Moh. Khoridatul Huda, Belgis Ainatul Iza, Nurul Laili",b4_EdJYAAAAJ;sHANI1gAAAAJ;Y4YoRwUAAAAJ;pCyzpjgAAAAJ,REVITALISASI PESANTREN DI ERA DIGITAL DALAM MEWUJUDKAN LINGKUNGAN BERSIH DAN TEKNOLOGI TERAPAN UNTUK INOVASI YANG BERDAMPAK DAN BERKELANJUTAN DI PONPES MIFTAHUL HUDA MALANG,2025,"Jurnal Edukasi Pengabdian Masyarakat 4 (4), 415-423, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:7PzlFSSx8tAC,,,,,,b4_EdJYAAAAJ:7PzlFSSx8tAC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
"Rifqi Firmansyah, Moh. Khoridatul Huda",b4_EdJYAAAAJ;sHANI1gAAAAJ,PENERAPAN METODE EKSPERIMEN UNTUK MENINGKATKAN HASIL BELAJAR SISWA PADA MATA PELAJARAN IPAS MATERI PERUBAHAN ENERGI KELAS IV: APPLICATION OF EXPERIMENTAL METHODS TO IMPROVE …,2025,"Jurnal Al-Ilmu: Jurnal Penelitian dan Pendidikan Madrasah Ibtidaiyah 5 (1 …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:qxL8FJ1GzNcC,,,,,,b4_EdJYAAAAJ:qxL8FJ1GzNcC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,PENENTUAN LOKASI OPTIMAL LAYANAN EMERGENSI BERBASIS RESIKO KECELAKAAN DI KOTA MALANG,2025,"MathVision: Jurnal Matematika 7 (1), 62-72, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:Zph67rFs4hoC,,,,,,b4_EdJYAAAAJ:Zph67rFs4hoC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,Pengembangan Media MADOCA Materi Pecahan Sederhana Untuk Meningkatkan Hasil Belajar Siswa Kelas III MI,2025,"AL THIFL: Jurnal Ilmiah Pendidikan Guru Madrasah Ibtidaiyah 5 (1), 1-10, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:YOwf2qJgpHMC,,,,,,b4_EdJYAAAAJ:YOwf2qJgpHMC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,PENGARUH METODE PEMBELAJARAN TERHADAP HASIL BELAJAR TA’LIMUL QUR’AN SISWA DI SMP KHADIJAH SURABAYA,2025,"YASIN Учредители: Darul Yasin Al Sys 5 (1), 233-244, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:hFOr9nPyWt4C,,,,,,b4_EdJYAAAAJ:hFOr9nPyWt4C,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,The Effectiveness of REACT Strategy in STEM Learning on the Comprehension of 3D Geometric Concepts,2024,"INSECTA: Integrative Science Education and Teaching Activity Journal 5 (2 …, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:8k81kl-MbHgC,,,,,,b4_EdJYAAAAJ:8k81kl-MbHgC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
"Rifqi Firmansyah, Moh. Khoridatul Huda",b4_EdJYAAAAJ;sHANI1gAAAAJ,PENGARUH METODE PEMBELAJARAN RECIPROCAL TEACHING DALAM MENGINTEGRASIKAN NILAI PERDAMAIAN PADA MATERI PECAHAN PADA SISWA KELAS 5 MI,2024,"International Seminar on Islamic Education and Peace 4, 802-805, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:5nxA0vEk-isC,,,,,,b4_EdJYAAAAJ:5nxA0vEk-isC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
"Moh. Khoridatul Huda, Rifqi Firmansyah",b4_EdJYAAAAJ;sHANI1gAAAAJ,Implementation of GQGA Learning Strategy to Improve Student Learning Outcomes in Class IV Social Science Learning,2024,"Proceeding of Annual International Conference on Islamic Education (AICIED …, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:dhFuZR0502QC,,,,,,b4_EdJYAAAAJ:dhFuZR0502QC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
"Siska Puspitaningsih, Moh. Khoridatul Huda, Hasanuddin Al-Habib",b4_EdJYAAAAJ;jJBtZPgAAAAJ;AX-w0AEAAAAJ,Data Analyst,2024,"PT Penamuda Media, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:_FxGoFyzp5QC,,,,,,b4_EdJYAAAAJ:_FxGoFyzp5QC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,"IMPLEMENTASIGERAKAN LITERASI SEBAGAI UPAYA DALAMMENINGKATKAN KEMAMPUAN MEMBACA, MENULIS DAN BERPIKIR KRITIS SISWA KELAS 2 DAN 5 MADRASAH IBTIDAIYAH AL FATAH JATISARI TAJINAN",2024,"UNIRA Malang: Jurnal JIPI, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:3fE2CSJIrl8C,,,,,,b4_EdJYAAAAJ:3fE2CSJIrl8C,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,Analisis Variabel Kompleks I,2024,"PT Vinicho Media Publisindo 1, 152, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:eQOLeE2rZwMC,,,,,,b4_EdJYAAAAJ:eQOLeE2rZwMC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,PELATIHAN PEMANFAATAN GAMIFIKASI DALAM PEMBELAJARAN BAGI GURU SD DI DESA GOMBANG,2023,"Proceedings of Annual Conference on Community Engagement 4, 225-232, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:UeHWp8X0CEIC,,,,,,b4_EdJYAAAAJ:UeHWp8X0CEIC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,Statistical integration of scRNA-seq and spatial transcriptomics data,2023,"University of Warwick, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:Tyk-4Ss8FVUC,,,,,,b4_EdJYAAAAJ:Tyk-4Ss8FVUC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,PAPINSPIN LEARNING MEDIA DEVELOPMENT FOR ENERGY CHANGE THEME FOR GRADE III STUDENTS OF MI NASRUDDIN DAMPIT,2023,"International Seminar On Islamic Education & Peace 3, 145-154, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:IjCSPb-OGe4C,,,,,,b4_EdJYAAAAJ:IjCSPb-OGe4C,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,Hubungan antara dukungan orang tua dan regulasi diri mahasiswa tingkat akhir Program Studi Psikologi Universitas Negeri Malang/Moh. Khoirul Huda,2022,"Universitas Negeri Malang, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:4TOpqqG69KYC,,,,,,b4_EdJYAAAAJ:4TOpqqG69KYC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,Integrative Science Education and Teaching Activity Journal,2021,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:KlAtU1dfN6UC,,,,,,b4_EdJYAAAAJ:KlAtU1dfN6UC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,Penerapan model Problem Based Learning (PBL) untuk meningkatkan aktivitas dan hasil belajar pelajaran geografi pada materi mitigasi bencana alam siswa kelas XI IPS SMA Negeri 2 …,2020,"Universitas Negeri Malang, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:L8Ckcad2t8MC,,,,,,b4_EdJYAAAAJ:L8Ckcad2t8MC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,Penyelesaian Masalah Syarat Batas dalam Persamaan Diferensial Biasa Orde Dua dengan Menggunakan Algoritma Shooting Neural Networks,2017,"Teknikom: Teknologi Informasi, Ilmu Komputer dan Manajemen 1 (2), 67-78, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:qjMakFHDy7sC,,,,,,b4_EdJYAAAAJ:qjMakFHDy7sC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,Pengembangan media ajar audio amplifier kelas D untuk pembelajaran matakuliah workshop audio video di Jurusan Teknik Elektro Fakultas Teknik Universitas Negeri Malang/Moh. Isna …,2017,"Universitas Negeri Malang, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:M3ejUd6NZC8C,,,,,,b4_EdJYAAAAJ:M3ejUd6NZC8C,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Moh. Khoridatul Huda,b4_EdJYAAAAJ,Pengaruh prestasi kerja terhadap kenaikan pangkat pegawai PT Pos Indonesia (Persero) Kantor Cabang Lamongan/Moh. Ali Nur Huda,2009,"Universitas Negeri Malang, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=b4_EdJYAAAAJ&pagesize=100&citation_for_view=b4_EdJYAAAAJ:mVmsd5A6BfQC,,,,,,b4_EdJYAAAAJ:mVmsd5A6BfQC,b4_EdJYAAAAJ,"Moh. Khoridatul Huda, S.Pd., M.Si., Ph.D.",scholar,
Belgis Ainatul Iza,Y4YoRwUAAAAJ,Perancangan Sistem Kendali Quadcopter Menggunakan Metode Robust Self-Tuning PID Controller Based On Fuzzy Logic,2022,"Institut Teknologi Sepuluh Nopember, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Y4YoRwUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=Y4YoRwUAAAAJ:u5HHmVD_uO8C,,,,,,Y4YoRwUAAAAJ:u5HHmVD_uO8C,Y4YoRwUAAAAJ,"Belgis Ainatul Iza, S.Si, M.Mat.",scholar,
Siska Puspitaningsih,jJBtZPgAAAAJ,Implementasi Gamifikasi pada Android untuk Penguatan Materi Siswa Sekolah Dasar (SD),2025,"JPM: Jurnal Pengabdian Masyarakat 4 (1), 23-31, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jJBtZPgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=jJBtZPgAAAAJ:UebtZRa9Y70C,,,,,,jJBtZPgAAAAJ:UebtZRa9Y70C,jJBtZPgAAAAJ,"Siska Puspitaningsih, S.Kom., M.Kom.",scholar,
Siska Puspitaningsih,jJBtZPgAAAAJ,Peningkatan Literasi siswa Sekolah Dasar Dengan Pojok Baca,2024,"Journal of Technology, Mathematics and Social Science 4 (2), 22-26, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jJBtZPgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=jJBtZPgAAAAJ:WF5omc3nYNoC,,,,,,jJBtZPgAAAAJ:WF5omc3nYNoC,jJBtZPgAAAAJ,"Siska Puspitaningsih, S.Kom., M.Kom.",scholar,
Siska Puspitaningsih,jJBtZPgAAAAJ,Penerapan metode agile pada aplikasi pembelajaran etnomatematika berbasis augmented reality,2024,"Prosiding Seminar Nasional Pendidikan FPMIPA 2 (1), 597-607, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jJBtZPgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=jJBtZPgAAAAJ:Se3iqnhoufwC,,,,,,jJBtZPgAAAAJ:Se3iqnhoufwC,jJBtZPgAAAAJ,"Siska Puspitaningsih, S.Kom., M.Kom.",scholar,
Siska Puspitaningsih,jJBtZPgAAAAJ,SURAT PENCATATAN CIPTAAN PointAR Nusantara,2024,"Direktorat Jenderal Kekayaan Intelektual (DJKI), 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jJBtZPgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=jJBtZPgAAAAJ:ufrVoPGSRksC,,,,,,jJBtZPgAAAAJ:ufrVoPGSRksC,jJBtZPgAAAAJ,"Siska Puspitaningsih, S.Kom., M.Kom.",scholar,
"Asmunin, Siska Puspitaningsih",jJBtZPgAAAAJ;7EQjv9wAAAAJ,Cek plagiasi (Efektifitas Penggunaan Wodershare Filmora dalam Editing Video Pada Pembelajaran Pengantar Teknologi Informasi),2024,"LPPM IKIP PGRI BOJONEGORO, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jJBtZPgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=jJBtZPgAAAAJ:eQOLeE2rZwMC,,,,,,jJBtZPgAAAAJ:eQOLeE2rZwMC,jJBtZPgAAAAJ,"Siska Puspitaningsih, S.Kom., M.Kom.",scholar,
Siska Puspitaningsih,jJBtZPgAAAAJ,Pelatihan Pembelajaran Tematik Pada Sekolah Menengah Pertama Menggunakan Kolaborasi Pendekatan Teaching At The Right Level (TARL) Dan Model Problem Based Learning (PBL),2024,"PELATIHAN PEMBELAJARAN TEMATIK PADA SEKOLAH MENENGAH PERTAMA MENGGUNAKAN …, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jJBtZPgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=jJBtZPgAAAAJ:W7OEmFMy1HYC,,,,,,jJBtZPgAAAAJ:W7OEmFMy1HYC,jJBtZPgAAAAJ,"Siska Puspitaningsih, S.Kom., M.Kom.",scholar,
Siska Puspitaningsih,jJBtZPgAAAAJ,"Hasil Cek Similarity_The Effect Of The Cooperative Learning Model Type Preview, Question, Read, Reflect, Recite, Review On Students' Critical Thinking Skills On The Circle",2024,"IKIP PGRI Bojonegoro, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jJBtZPgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=jJBtZPgAAAAJ:zYLM7Y9cAGgC,,,,,,jJBtZPgAAAAJ:zYLM7Y9cAGgC,jJBtZPgAAAAJ,"Siska Puspitaningsih, S.Kom., M.Kom.",scholar,
Siska Puspitaningsih,jJBtZPgAAAAJ,Hasil Cek Similarity_Implementasi Aplikasi Pembelajaran Bangun Datar Pada Siswa Sekolah Dasar Berbasis Mobile,2023,"IKIP PGRI Bojonegoro, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jJBtZPgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=jJBtZPgAAAAJ:Tyk-4Ss8FVUC,,,,,,jJBtZPgAAAAJ:Tyk-4Ss8FVUC,jJBtZPgAAAAJ,"Siska Puspitaningsih, S.Kom., M.Kom.",scholar,
Siska Puspitaningsih,jJBtZPgAAAAJ,The role of artificial intelligence in children's education for a digital future,2022,"KnE Social Sciences, 642–647-642–647, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jJBtZPgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=jJBtZPgAAAAJ:2osOgNQ5qMEC,,,,,,jJBtZPgAAAAJ:2osOgNQ5qMEC,jJBtZPgAAAAJ,"Siska Puspitaningsih, S.Kom., M.Kom.",scholar,
Siska Puspitaningsih,jJBtZPgAAAAJ,Pelatihan Pemanfaatan Software Geogebra pada Siswa Kelas XI SMA N 1 Balen Bojonegoro,2022,"J-ABDIPAMAS (Jurnal Pengabdian Kepada Masyarakat) 6 (2), 261-266, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jJBtZPgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=jJBtZPgAAAAJ:9yKSN-GCB0IC,,,,,,jJBtZPgAAAAJ:9yKSN-GCB0IC,jJBtZPgAAAAJ,"Siska Puspitaningsih, S.Kom., M.Kom.",scholar,
Siska Puspitaningsih,jJBtZPgAAAAJ,Evaluasi Sistem Informasi Manajemen LPPM IKIP PGRI Bojonegoro menggunakan Usability Testing,2022,"Universitas Muhammadiyah Mataram, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jJBtZPgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=jJBtZPgAAAAJ:d1gkVwhDpl0C,,,,,,jJBtZPgAAAAJ:d1gkVwhDpl0C,jJBtZPgAAAAJ,"Siska Puspitaningsih, S.Kom., M.Kom.",scholar,
Siska Puspitaningsih,jJBtZPgAAAAJ,Design and Implementation of an Emergency Pregnancy Referral System Using Rule-Based Expert System Forward Chaining Method,2021,"2021 Sixth International Conference on Informatics and Computing (ICIC), 1-5, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jJBtZPgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=jJBtZPgAAAAJ:u5HHmVD_uO8C,,,,,,jJBtZPgAAAAJ:u5HHmVD_uO8C,jJBtZPgAAAAJ,"Siska Puspitaningsih, S.Kom., M.Kom.",scholar,
Siska Puspitaningsih,jJBtZPgAAAAJ,Implementasi metode naive bayes pada sistem diagnosa penyakit ikan lele,2019,"Universitas Islam Negeri Maulana Malik Ibrahim, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jJBtZPgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=jJBtZPgAAAAJ:u-x6o8ySG0sC,,,,,,jJBtZPgAAAAJ:u-x6o8ySG0sC,jJBtZPgAAAAJ,"Siska Puspitaningsih, S.Kom., M.Kom.",scholar,
Siska Puspitaningsih,jJBtZPgAAAAJ,PENERAPAN PENDEKATAN KONTEKSTUAL UNTUK MENINGKATKAN AKTIVITAS DAN HASIL BELAJAR MATEMATIKA SISWA KELAS V SDN WOTAN KECAMATAN SUMBERREJO,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=jJBtZPgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=jJBtZPgAAAAJ:IjCSPb-OGe4C,,,,,,jJBtZPgAAAAJ:IjCSPb-OGe4C,jJBtZPgAAAAJ,"Siska Puspitaningsih, S.Kom., M.Kom.",scholar,
Nurul Laili,pCyzpjgAAAAJ,Thinking Process of Secondary Level Students in Constructing Proof by Mathematical Induction in Terms of Their Attitude toward Mathematics,2021,"Jurnal Tadris Matematika 4 (1), 121-138, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=pCyzpjgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=pCyzpjgAAAAJ:u-x6o8ySG0sC,,,,,,pCyzpjgAAAAJ:u-x6o8ySG0sC,pCyzpjgAAAAJ,"Nurul Laili, S.Pd., M.Sc.",scholar,
Nurul Laili,pCyzpjgAAAAJ,Giving Questions as Scaffolding to Help Student in Constructing Proof,2020,"MUST: Journal of Mathematics Education, Science and Technology 5 (2), 143-155, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=pCyzpjgAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=pCyzpjgAAAAJ:u5HHmVD_uO8C,,,,,,pCyzpjgAAAAJ:u5HHmVD_uO8C,pCyzpjgAAAAJ,"Nurul Laili, S.Pd., M.Sc.",scholar,
"Hasanuddin Al-Habib, Achmad Kautsar, Anita Safitri, Hujjatullah Fazlurrahman",4Yhmpg0AAAAJ;AX-w0AEAAAAJ;bTjH6IgAAAAJ;b81qaDkAAAAJ,"Perceived Ease of Use, Personal Innovation, and Intention to Use OVO through Attitude among Generation Z in Surabaya",2026,"Ekspektra: Jurnal Bisnis dan Manajemen 10 (1), 80-96, 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4Yhmpg0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=4Yhmpg0AAAAJ:hMod-77fHWUC,,,,,,4Yhmpg0AAAAJ:hMod-77fHWUC,4Yhmpg0AAAAJ,"Hujjatullah Fazlurrahman, S.E., M.B.A.",scholar,
"Riska Dhenabayu, Hujjatullah Fazlurrahman, Yuni Rosita Dewi",4Yhmpg0AAAAJ;ZRCJXO0AAAAJ;i0pkJZoAAAAJ,Evaluasi Model Faktor Laten dalam Kondisi Kelangkaan Data: Studi Kasus Rendahnya Pembelian Ulang pada E-Commerce,2025,"Indonesian Journal of Humanities and Social Sciences 6 (4), 775-784, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4Yhmpg0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=4Yhmpg0AAAAJ:k_IJM867U9cC,,,,,,4Yhmpg0AAAAJ:k_IJM867U9cC,4Yhmpg0AAAAJ,"Hujjatullah Fazlurrahman, S.E., M.B.A.",scholar,
"Achmad Fitro, Achmad Kautsar, Hujjatullah Fazlurrahman, Ika Diyah Candra Arifah",4Yhmpg0AAAAJ;itwnm-AAAAAJ;bTjH6IgAAAAJ;6ifThF0AAAAJ,Blockchain: Dari Konsep Hingga Implementasi,2025,"Penerbit Andi, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4Yhmpg0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=4Yhmpg0AAAAJ:isC4tDSrTZIC,,,,,,4Yhmpg0AAAAJ:isC4tDSrTZIC,4Yhmpg0AAAAJ,"Hujjatullah Fazlurrahman, S.E., M.B.A.",scholar,
"Dhiyan Septa Wihara, Hujjatullah Fazlurrahman, Achmad Kautsar, Hafid Kholidi Hadi",4Yhmpg0AAAAJ;n7ykK-IAAAAJ;bTjH6IgAAAAJ;W7ncZRgAAAAJ,Bridging Exploration and Prediction: Visual Exploratory Data Analysis and Random Forests for Employee Churn Detection,2025,"2025 Tenth International Conference on Informatics and Computing (ICIC), 1-6, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4Yhmpg0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=4Yhmpg0AAAAJ:JV2RwH3_ST0C,,,,,,4Yhmpg0AAAAJ:JV2RwH3_ST0C,4Yhmpg0AAAAJ,"Hujjatullah Fazlurrahman, S.E., M.B.A.",scholar,
"Hujjatullah Fazlurrahman, Achmad Fitro",4Yhmpg0AAAAJ;itwnm-AAAAAJ,Predicting Graphic Designers' Performance Based on Digital Creativity and AI Involvement Using Machine Learning Approaches,2025,"2025 Tenth International Conference on Informatics and Computing (ICIC), 1-6, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4Yhmpg0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=4Yhmpg0AAAAJ:M3NEmzRMIkIC,,,,,,4Yhmpg0AAAAJ:M3NEmzRMIkIC,4Yhmpg0AAAAJ,"Hujjatullah Fazlurrahman, S.E., M.B.A.",scholar,
Hujjatullah Fazlurrahman,4Yhmpg0AAAAJ,Transformational Leadership And Perceived Organizational Support On Innovative Work Behavior: The Mediating Role Of Employee Engagement At Pegadaian Dinoyotangsi Surabaya Sub …,2025,"International Journal of Social, Economic, and Business 2 (1), 88-96, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4Yhmpg0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=4Yhmpg0AAAAJ:iH-uZ7U-co4C,,,,,,4Yhmpg0AAAAJ:iH-uZ7U-co4C,4Yhmpg0AAAAJ,"Hujjatullah Fazlurrahman, S.E., M.B.A.",scholar,
"Dhiyan Septa Wihara, Muhammad Fajar Wahyudi Rahman, Hafid Kholidi Hadi, Achmad Kautsar, Hujjatullah Fazlurrahman",4Yhmpg0AAAAJ;n7ykK-IAAAAJ;dfwr-2YAAAAJ;W7ncZRgAAAAJ;bTjH6IgAAAAJ,Technopreneurship and Presentation Skills as Dual Drivers of Digital Competency in Secondary Education,2025,"International Conference on Digital Business Innovation and Technology …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4Yhmpg0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=4Yhmpg0AAAAJ:r0BpntZqJG4C,,,,,,4Yhmpg0AAAAJ:r0BpntZqJG4C,4Yhmpg0AAAAJ,"Hujjatullah Fazlurrahman, S.E., M.B.A.",scholar,
Hujjatullah Fazlurrahman,4Yhmpg0AAAAJ,Trends and Patterns in Gamification and Crowdfunding Research: A Bibliometric Study from Scopus,2025,"International Conference on Digital Business Innovation and Technology …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4Yhmpg0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=4Yhmpg0AAAAJ:j3f4tGmQtD8C,,,,,,4Yhmpg0AAAAJ:j3f4tGmQtD8C,4Yhmpg0AAAAJ,"Hujjatullah Fazlurrahman, S.E., M.B.A.",scholar,
